name,title
職能別分類經濟性分類,職能別分類經濟性分類
消費支出_經,消費支出_經常門
債務利息_經,債務利息_經常門
補助地方_經,補助地方_經常門
移轉民間_經,移轉民間_經常門
小計_經,小計_經常門
資本形成_資,資本形成_資本門
土地購入_資,土地購入_資本門
增資_資,增資_資本門
補助地方_資,補助地方_資本門
移轉民間_資,移轉民間_資本門
小計_資,小計_資本門
總計,總計
