name,title
budgetno,預算科目編號
budgetname,預算科目名稱
damt1,土地
damt2,房屋建築
damt3,公共建設
damt4,機械設備
damt5,運輸設備
damt6,資訊軟硬體設備
damt7,雜項設備
damt8,權利
damt9,投資
damt10,其他資本支出
damt11,合計
no1,款
no2,項
no3,目
no4,節
budgetno_conver,(此報表無需使用此TAG)
b_level,(此報表無需使用此TAG)
