name,title
款,款
項,項
目,目
節,節
科目名稱,科目名稱
預算科目編號,預算科目編號
人事費,人事費
業務費_經,業務費_經常門
奬補助費_經,奬補助費_經常門
債務費,債務費
預備金_經,預備金_經常門
經常支出小計,經常支出小計
業務費_資,業務費_資本門
設備及投資,設備及投資
奬補助費_資,奬補助費_資本門
預備金_資,預備金_資本門
資本支出小計,資本支出小計
合計,合計
