name,title
mh_itemserialno1,款
mh_itemserialno2,項
mh_itemserialno3,目
mh_itemserialno4,節
budgetno,預算科目編號
mh_budgetname,預算科目名稱 / 合計
budgetno_conver,預算科目編號
tyear_amt,本年度預算數
lyear_amt,上年度預算數
byear_amt,前年度決算數
b_amt,本年度節與上年度比較
bc_content,說明文字
blevel,(此報表無需使用此TAG)
ordinaryid,(此報表無需使用此TAG)
